'sample interval','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG'
1585,0.001,-0.002,-0.010,-0.023,-0.034,-0.033,-0.025,-0.017,0.005,0.004,-0.004,-0.028,-0.054,-0.048,-0.031,-0.019,0.010,0.014,0.015,-0.008,-0.058,-0.052,-0.030,-0.017,0.015,0.024,0.038,0.042,-0.002,-0.025,-0.019,-0.012,-0.002,-0.005
1586,0.000,-0.004,-0.013,-0.030,-0.043,-0.040,-0.030,-0.020,0.005,0.003,-0.007,-0.037,-0.068,-0.059,-0.037,-0.022,0.012,0.015,0.015,-0.016,-0.075,-0.064,-0.036,-0.020,0.017,0.027,0.041,0.044,-0.008,-0.031,-0.022,-0.014,-0.003,-0.007
1587,-0.001,-0.005,-0.017,-0.036,-0.050,-0.047,-0.034,-0.023,0.005,0.002,-0.011,-0.046,-0.080,-0.068,-0.042,-0.025,0.012,0.015,0.013,-0.025,-0.091,-0.074,-0.041,-0.023,0.019,0.029,0.043,0.042,-0.014,-0.036,-0.025,-0.015,-0.004,-0.008
1588,-0.001,-0.007,-0.020,-0.041,-0.056,-0.051,-0.037,-0.025,0.004,0.001,-0.015,-0.054,-0.090,-0.074,-0.045,-0.027,0.012,0.015,0.010,-0.035,-0.105,-0.081,-0.043,-0.024,0.019,0.029,0.042,0.038,-0.021,-0.039,-0.026,-0.015,-0.005,-0.009
1589,-0.002,-0.008,-0.022,-0.044,-0.059,-0.053,-0.038,-0.025,0.003,-0.001,-0.018,-0.060,-0.096,-0.077,-0.046,-0.027,0.011,0.013,0.006,-0.044,-0.114,-0.084,-0.044,-0.024,0.019,0.028,0.039,0.031,-0.028,-0.041,-0.026,-0.015,-0.006,-0.009
1590,-0.003,-0.010,-0.024,-0.046,-0.060,-0.053,-0.037,-0.024,0.002,-0.003,-0.021,-0.064,-0.098,-0.077,-0.045,-0.026,0.010,0.011,0.001,-0.051,-0.118,-0.084,-0.043,-0.023,0.017,0.025,0.034,0.023,-0.033,-0.041,-0.025,-0.014,-0.006,-0.010
1591,-0.004,-0.010,-0.024,-0.045,-0.058,-0.050,-0.035,-0.023,0.001,-0.004,-0.022,-0.064,-0.095,-0.073,-0.042,-0.024,0.008,0.008,-0.003,-0.056,-0.117,-0.079,-0.039,-0.021,0.015,0.021,0.028,0.014,-0.037,-0.039,-0.023,-0.013,-0.006,-0.009
1592,-0.004,-0.010,-0.023,-0.042,-0.053,-0.045,-0.031,-0.020,0.000,-0.006,-0.023,-0.061,-0.087,-0.065,-0.037,-0.021,0.006,0.005,-0.007,-0.057,-0.109,-0.071,-0.034,-0.018,0.012,0.017,0.021,0.005,-0.038,-0.036,-0.019,-0.010,-0.006,-0.008
1593,-0.004,-0.010,-0.021,-0.037,-0.046,-0.039,-0.026,-0.017,-0.001,-0.006,-0.022,-0.055,-0.076,-0.056,-0.031,-0.017,0.004,0.002,-0.010,-0.055,-0.097,-0.060,-0.028,-0.014,0.009,0.012,0.013,-0.003,-0.037,-0.030,-0.016,-0.008,-0.005,-0.007
1594,-0.004,-0.009,-0.019,-0.032,-0.038,-0.031,-0.021,-0.013,-0.002,-0.007,-0.020,-0.048,-0.063,-0.044,-0.024,-0.013,0.002,0.000,-0.012,-0.051,-0.082,-0.048,-0.022,-0.010,0.006,0.008,0.007,-0.010,-0.034,-0.024,-0.012,-0.006,-0.005,-0.006
1595,-0.004,-0.008,-0.015,-0.025,-0.029,-0.023,-0.015,-0.009,-0.002,-0.007,-0.018,-0.039,-0.049,-0.033,-0.017,-0.009,0.001,-0.002,-0.013,-0.044,-0.065,-0.036,-0.015,-0.007,0.004,0.004,0.001,-0.014,-0.029,-0.018,-0.008,-0.003,-0.004,-0.005
1596,-0.003,-0.006,-0.012,-0.018,-0.020,-0.015,-0.010,-0.006,-0.003,-0.006,-0.014,-0.029,-0.034,-0.022,-0.011,-0.005,-0.001,-0.004,-0.013,-0.036,-0.047,-0.023,-0.009,-0.004,0.001,0.000,-0.004,-0.016,-0.024,-0.012,-0.004,-0.001,-0.003,-0.003
1597,-0.003,-0.005,-0.008,-0.012,-0.012,-0.009,-0.005,-0.002,-0.003,-0.005,-0.011,-0.020,-0.021,-0.012,-0.005,-0.002,-0.002,-0.005,-0.012,-0.028,-0.030,-0.012,-0.003,-0.001,-0.001,-0.002,-0.007,-0.017,-0.018,-0.006,-0.001,0.001,-0.002,-0.002
1598,-0.002,-0.004,-0.005,-0.007,-0.005,-0.003,-0.001,0.000,-0.003,-0.005,-0.008,-0.012,-0.010,-0.003,0.000,0.001,-0.003,-0.005,-0.011,-0.020,-0.016,-0.003,0.001,0.001,-0.002,-0.005,-0.009,-0.017,-0.012,-0.001,0.002,0.002,-0.001,-0.001
1599,-0.002,-0.002,-0.003,-0.002,0.000,0.002,0.002,0.002,-0.003,-0.004,-0.005,-0.005,0.000,0.004,0.004,0.003,-0.003,-0.005,-0.009,-0.013,-0.003,0.005,0.005,0.003,-0.003,-0.006,-0.011,-0.016,-0.007,0.003,0.004,0.003,-0.001,0.000
1600,-0.001,-0.001,-0.001,0.002,0.005,0.006,0.005,0.004,-0.002,-0.003,-0.003,0.000,0.007,0.009,0.007,0.004,-0.004,-0.005,-0.008,-0.007,0.006,0.010,0.007,0.004,-0.004,-0.007,-0.012,-0.015,-0.003,0.006,0.005,0.004,0.000,0.001
1601,-0.001,-0.001,0.001,0.004,0.008,0.008,0.007,0.005,-0.002,-0.003,-0.001,0.004,0.013,0.013,0.009,0.005,-0.004,-0.005,-0.007,-0.002,0.014,0.015,0.009,0.005,-0.005,-0.008,-0.012,-0.014,0.001,0.008,0.006,0.004,0.000,0.001
1602,-0.001,0.000,0.002,0.006,0.010,0.010,0.008,0.005,-0.002,-0.002,-0.000,0.007,0.017,0.016,0.010,0.006,-0.004,-0.005,-0.006,0.001,0.019,0.018,0.010,0.006,-0.005,-0.008,-0.012,-0.013,0.003,0.010,0.007,0.004,0.001,0.002
1603,-0.001,0.000,0.003,0.008,0.012,0.012,0.009,0.006,-0.002,-0.002,0.001,0.009,0.019,0.017,0.011,0.007,-0.004,-0.005,-0.006,0.003,0.023,0.020,0.011,0.006,-0.005,-0.008,-0.012,-0.012,0.005,0.011,0.008,0.005,0.001,0.002
1604,-0.001,0.000,0.003,0.009,0.013,0.013,0.009,0.006,-0.002,-0.002,0.001,0.011,0.021,0.019,0.012,0.007,-0.004,-0.005,-0.005,0.005,0.025,0.021,0.012,0.007,-0.006,-0.008,-0.013,-0.011,0.006,0.012,0.008,0.005,0.001,0.002
1605,-0.000,0.001,0.004,0.009,0.014,0.013,0.010,0.007,-0.002,-0.002,0.002,0.012,0.022,0.019,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.027,0.022,0.012,0.007,-0.006,-0.009,-0.013,-0.011,0.007,0.012,0.008,0.005,0.001,0.002
1606,-0.000,0.001,0.004,0.009,0.014,0.014,0.010,0.007,-0.002,-0.002,0.002,0.012,0.023,0.020,0.012,0.007,-0.004,-0.005,-0.005,0.006,0.028,0.023,0.013,0.007,-0.006,-0.009,-0.013,-0.011,0.007,0.013,0.008,0.005,0.001,0.002
1607,-0.000,0.001,0.004,0.010,0.014,0.014,0.010,0.007,-0.002,-0.002,0.002,0.013,0.024,0.020,0.013,0.008,-0.004,-0.005,-0.005,0.007,0.028,0.023,0.013,0.007,-0.006,-0.009,-0.013,-0.011,0.008,0.013,0.008,0.005,0.001,0.002
1608,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.007,-0.002,-0.002,0.002,0.013,0.024,0.021,0.013,0.008,-0.004,-0.005,-0.005,0.007,0.029,0.023,0.013,0.007,-0.006,-0.009,-0.013,-0.011,0.008,0.013,0.009,0.005,0.001,0.002
1609,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.007,-0.002,-0.002,0.002,0.013,0.024,0.021,0.013,0.008,-0.004,-0.005,-0.005,0.007,0.029,0.024,0.013,0.007,-0.006,-0.009,-0.013,-0.011,0.008,0.013,0.009,0.005,0.001,0.002
1610,-0.000,0.001,0.004,0.010,0.015,0.014,0.010,0.007,-0.002,-0.002,0.002,0.013,0.024,0.021,0.013,0.008,-0.004,-0.006,-0.005,0.007,0.029,0.024,0.013,0.007,-0.006,-0.009,-0.013,-0.011,0.008,0.013,0.009,0.005,0.001,0.002
1611,-0.000,0.001,0.004,0.010,0.015,0.014,0.011,0.007,-0.002,-0.002,0.002,0.013,0.025,0.021,0.013,0.008,-0.004,-0.006,-0.005,0.007,0.030,0.024,0.013,0.007,-0.006,-0.009,-0.013,-0.011,0.008,0.014,0.009,0.005,0.001,0.002
1612,-0.000,0.001,0.004,0.010,0.015,0.014,0.011,0.007,-0.002,-0.002,0.002,0.013,0.025,0.021,0.013,0.008,-0.004,-0.006,-0.005,0.007,0.030,0.024,0.013,0.007,-0.006,-0.009,-0.013,-0.011,0.008,0.014,0.009,0.005,0.001,0.002
1613,-0.000,0.001,0.004,0.010,0.015,0.014,0.011,0.007,-0.002,-0.002,0.002,0.013,0.025,0.022,0.013,0.008,-0.004,-0.006,-0.005,0.007,0.030,0.025,0.014,0.008,-0.006,-0.009,-0.013,-0.011,0.009,0.014,0.009,0.005,0.001,0.002
1614,-0.000,0.001,0.004,0.010,0.015,0.015,0.011,0.007,-0.002,-0.002,0.002,0.013,0.025,0.022,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.030,0.025,0.014,0.008,-0.006,-0.009,-0.014,-0.011,0.009,0.014,0.009,0.005,0.001,0.002
1615,-0.000,0.001,0.004,0.010,0.015,0.015,0.011,0.007,-0.002,-0.002,0.002,0.013,0.025,0.022,0.014,0.008,-0.004,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.009,-0.014,-0.012,0.009,0.014,0.009,0.005,0.001,0.002
1616,-0.000,0.001,0.004,0.010,0.016,0.015,0.011,0.007,-0.002,-0.002,0.002,0.013,0.026,0.022,0.014,0.008,-0.005,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.009,0.014,0.009,0.006,0.001,0.003
1617,-0.000,0.001,0.004,0.010,0.016,0.015,0.011,0.007,-0.002,-0.002,0.002,0.014,0.026,0.022,0.014,0.008,-0.005,-0.006,-0.005,0.007,0.031,0.025,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.009,0.014,0.009,0.006,0.001,0.003
1618,-0.001,0.001,0.004,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.026,0.022,0.014,0.008,-0.005,-0.006,-0.006,0.007,0.031,0.026,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.009,0.014,0.009,0.006,0.001,0.003
1619,-0.001,0.001,0.004,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.026,0.022,0.014,0.008,-0.005,-0.006,-0.006,0.007,0.031,0.026,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.009,0.015,0.010,0.006,0.001,0.003
1620,-0.001,0.001,0.004,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.026,0.023,0.014,0.009,-0.005,-0.006,-0.006,0.007,0.032,0.026,0.014,0.008,-0.007,-0.010,-0.014,-0.012,0.009,0.015,0.010,0.006,0.001,0.003
1621,-0.001,0.001,0.004,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.026,0.023,0.014,0.009,-0.005,-0.006,-0.006,0.007,0.032,0.026,0.014,0.008,-0.007,-0.010,-0.014,-0.012,0.009,0.015,0.010,0.006,0.001,0.003
1622,-0.001,0.001,0.004,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.009,-0.005,-0.006,-0.006,0.008,0.032,0.026,0.015,0.008,-0.007,-0.010,-0.014,-0.012,0.009,0.015,0.010,0.006,0.001,0.003
1623,-0.001,0.001,0.004,0.011,0.016,0.016,0.011,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.014,0.009,-0.005,-0.006,-0.006,0.008,0.032,0.027,0.015,0.008,-0.007,-0.010,-0.015,-0.012,0.009,0.015,0.010,0.006,0.001,0.003
1624,-0.001,0.001,0.004,0.011,0.016,0.016,0.012,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.015,0.009,-0.005,-0.006,-0.006,0.008,0.032,0.027,0.015,0.008,-0.007,-0.010,-0.015,-0.012,0.009,0.015,0.010,0.006,0.001,0.003
1625,-0.001,0.001,0.004,0.011,0.016,0.016,0.012,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.015,0.009,-0.005,-0.006,-0.006,0.008,0.033,0.027,0.015,0.008,-0.007,-0.010,-0.015,-0.012,0.009,0.015,0.010,0.006,0.001,0.003
1626,-0.001,0.001,0.004,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.014,0.027,0.024,0.015,0.009,-0.005,-0.006,-0.006,0.008,0.033,0.027,0.015,0.008,-0.007,-0.010,-0.015,-0.013,0.010,0.015,0.010,0.006,0.001,0.003
1627,-0.001,0.001,0.004,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.014,0.027,0.024,0.015,0.009,-0.005,-0.007,-0.006,0.008,0.033,0.027,0.015,0.008,-0.007,-0.010,-0.015,-0.013,0.010,0.016,0.010,0.006,0.001,0.003
1628,-0.001,0.001,0.004,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.014,0.028,0.024,0.015,0.009,-0.005,-0.007,-0.006,0.008,0.033,0.027,0.015,0.008,-0.007,-0.010,-0.015,-0.013,0.010,0.016,0.010,0.006,0.001,0.003
1629,-0.001,0.001,0.004,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.014,0.028,0.024,0.015,0.009,-0.005,-0.007,-0.006,0.008,0.033,0.028,0.015,0.009,-0.007,-0.011,-0.015,-0.013,0.010,0.016,0.010,0.006,0.001,0.003
1630,-0.001,0.001,0.004,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.014,0.028,0.024,0.015,0.009,-0.005,-0.007,-0.006,0.008,0.034,0.028,0.015,0.009,-0.007,-0.011,-0.015,-0.013,0.010,0.016,0.010,0.006,0.001,0.003
1631,-0.001,0.001,0.004,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.015,0.028,0.024,0.015,0.009,-0.005,-0.007,-0.006,0.008,0.034,0.028,0.015,0.009,-0.007,-0.011,-0.015,-0.013,0.010,0.016,0.010,0.006,0.001,0.003
1632,-0.001,0.001,0.004,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.015,0.028,0.025,0.015,0.009,-0.005,-0.007,-0.006,0.008,0.034,0.028,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.010,0.016,0.011,0.006,0.001,0.003
1633,-0.001,0.001,0.004,0.011,0.017,0.017,0.012,0.008,-0.003,-0.002,0.002,0.015,0.028,0.025,0.015,0.009,-0.005,-0.007,-0.006,0.008,0.034,0.028,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.010,0.016,0.011,0.006,0.001,0.003
1634,-0.001,0.001,0.004,0.011,0.017,0.017,0.012,0.008,-0.003,-0.002,0.002,0.015,0.029,0.025,0.016,0.009,-0.005,-0.007,-0.006,0.008,0.034,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.010,0.016,0.011,0.006,0.001,0.003
1635,-0.001,0.001,0.005,0.012,0.017,0.017,0.012,0.008,-0.003,-0.002,0.002,0.015,0.029,0.025,0.016,0.009,-0.005,-0.007,-0.007,0.008,0.035,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.010,0.016,0.011,0.006,0.001,0.003
1636,-0.001,0.001,0.005,0.012,0.018,0.017,0.012,0.008,-0.003,-0.002,0.002,0.015,0.029,0.025,0.016,0.009,-0.005,-0.007,-0.007,0.008,0.035,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.010,0.017,0.011,0.006,0.001,0.003
1637,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.029,0.025,0.016,0.010,-0.005,-0.007,-0.007,0.008,0.035,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.014,0.010,0.017,0.011,0.007,0.001,0.003
1638,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.029,0.025,0.016,0.010,-0.005,-0.007,-0.007,0.008,0.035,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.014,0.010,0.017,0.011,0.007,0.001,0.003
1639,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.029,0.026,0.016,0.010,-0.005,-0.007,-0.007,0.008,0.035,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.014,0.010,0.017,0.011,0.007,0.001,0.003
1640,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.030,0.026,0.016,0.010,-0.005,-0.007,-0.007,0.008,0.036,0.030,0.016,0.009,-0.008,-0.011,-0.016,-0.014,0.010,0.017,0.011,0.007,0.001,0.003
1641,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.030,0.026,0.016,0.010,-0.005,-0.007,-0.007,0.008,0.036,0.030,0.016,0.009,-0.008,-0.011,-0.017,-0.014,0.010,0.017,0.011,0.007,0.001,0.003
1642,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.030,0.026,0.016,0.010,-0.006,-0.007,-0.007,0.008,0.036,0.030,0.017,0.009,-0.008,-0.011,-0.017,-0.014,0.011,0.017,0.011,0.007,0.001,0.003
1643,-0.001,0.001,0.005,0.012,0.018,0.018,0.013,0.009,-0.003,-0.002,0.002,0.015,0.030,0.026,0.016,0.010,-0.006,-0.007,-0.007,0.008,0.036,0.030,0.017,0.009,-0.008,-0.012,-0.017,-0.014,0.011,0.017,0.011,0.007,0.001,0.003
1644,-0.001,0.001,0.005,0.012,0.018,0.018,0.013,0.009,-0.003,-0.002,0.002,0.015,0.030,0.026,0.016,0.010,-0.006,-0.007,-0.007,0.008,0.036,0.030,0.017,0.009,-0.008,-0.012,-0.017,-0.014,0.011,0.017,0.011,0.007,0.001,0.003
1645,-0.001,0.001,0.005,0.012,0.018,0.018,0.013,0.009,-0.003,-0.002,0.002,0.015,0.030,0.026,0.017,0.010,-0.006,-0.007,-0.007,0.008,0.037,0.030,0.017,0.009,-0.008,-0.012,-0.017,-0.014,0.011,0.017,0.011,0.007,0.001,0.003
1646,-0.001,0.001,0.005,0.012,0.019,0.018,0.013,0.009,-0.003,-0.002,0.002,0.016,0.030,0.027,0.017,0.010,-0.006,-0.008,-0.007,0.008,0.037,0.030,0.017,0.009,-0.008,-0.012,-0.017,-0.015,0.011,0.017,0.011,0.007,0.001,0.003
1647,-0.001,0.001,0.005,0.012,0.019,0.018,0.013,0.009,-0.003,-0.002,0.002,0.016,0.031,0.027,0.017,0.010,-0.006,-0.008,-0.007,0.008,0.037,0.031,0.017,0.009,-0.008,-0.012,-0.017,-0.015,0.011,0.018,0.012,0.007,0.001,0.003
1648,-0.001,0.001,0.005,0.012,0.019,0.018,0.013,0.009,-0.003,-0.003,0.002,0.016,0.031,0.027,0.017,0.010,-0.006,-0.008,-0.007,0.008,0.037,0.031,0.017,0.010,-0.008,-0.012,-0.017,-0.015,0.010,0.018,0.012,0.007,0.001,0.003
1649,-0.001,0.001,0.005,0.012,0.019,0.018,0.013,0.009,-0.003,-0.003,0.002,0.016,0.031,0.027,0.017,0.010,-0.006,-0.008,-0.007,0.008,0.037,0.031,0.017,0.010,-0.008,-0.012,-0.017,-0.015,0.010,0.018,0.012,0.007,0.001,0.003
1650,-0.001,0.001,0.005,0.012,0.019,0.018,0.013,0.009,-0.003,-0.003,0.002,0.016,0.031,0.027,0.017,0.010,-0.006,-0.008,-0.007,0.008,0.037,0.031,0.017,0.010,-0.008,-0.012,-0.018,-0.015,0.010,0.017,0.012,0.007,0.001,0.003
1651,-0.001,0.001,0.005,0.013,0.019,0.018,0.013,0.009,-0.003,-0.002,0.002,0.016,0.031,0.027,0.017,0.010,-0.006,-0.008,-0.007,0.008,0.037,0.031,0.017,0.009,-0.008,-0.012,-0.017,-0.015,0.010,0.017,0.011,0.007,0.001,0.003
1652,-0.000,0.001,0.005,0.013,0.019,0.017,0.013,0.009,-0.002,-0.002,0.003,0.017,0.031,0.026,0.016,0.009,-0.005,-0.006,-0.005,0.010,0.037,0.029,0.016,0.009,-0.007,-0.011,-0.015,-0.012,0.011,0.016,0.010,0.006,0.002,0.003
1653,0.001,0.003,0.007,0.013,0.017,0.015,0.010,0.007,-0.001,0.001,0.006,0.019,0.029,0.022,0.013,0.007,-0.003,-0.002,0.001,0.018,0.038,0.025,0.012,0.006,-0.004,-0.006,-0.007,-0.000,0.016,0.014,0.008,0.004,0.002,0.003
1654,0.004,0.006,0.010,0.014,0.014,0.009,0.005,0.002,0.003,0.007,0.014,0.025,0.025,0.013,0.005,0.002,0.003,0.006,0.016,0.037,0.039,0.015,0.004,0.000,0.002,0.005,0.012,0.027,0.028,0.009,0.001,-0.001,0.002,0.002
1655,0.007,0.010,0.014,0.015,0.009,0.001,-0.003,-0.004,0.008,0.014,0.024,0.032,0.020,0.001,-0.006,-0.006,0.010,0.018,0.037,0.064,0.043,0.002,-0.008,-0.007,0.010,0.019,0.039,0.069,0.049,0.005,-0.006,-0.007,0.003,0.002
1656,0.008,0.011,0.014,0.013,0.003,-0.006,-0.009,-0.008,0.011,0.017,0.028,0.034,0.014,-0.008,-0.013,-0.011,0.014,0.025,0.050,0.082,0.049,-0.004,-0.014,-0.012,0.016,0.029,0.058,0.102,0.073,0.008,-0.009,-0.010,0.004,0.001
1657,0.005,0.007,0.009,0.007,-0.000,-0.007,-0.009,-0.008,0.008,0.013,0.021,0.025,0.010,-0.008,-0.011,-0.010,0.011,0.020,0.042,0.073,0.050,0.002,-0.010,-0.009,0.013,0.026,0.054,0.101,0.082,0.018,-0.003,-0.006,0.003,0.001
1658,-0.000,0.000,0.000,0.000,-0.002,-0.003,-0.004,-0.003,0.001,0.002,0.005,0.009,0.006,-0.001,-0.003,-0.003,0.003,0.007,0.017,0.039,0.038,0.011,0.001,-0.002,0.005,0.011,0.028,0.062,0.066,0.026,0.007,0.001,0.001,0.000
1659,-0.004,-0.005,-0.006,-0.004,-0.001,0.002,0.002,0.002,-0.004,-0.006,-0.008,-0.005,0.003,0.006,0.005,0.003,-0.004,-0.006,-0.007,0.000,0.018,0.016,0.009,0.005,-0.003,-0.004,-0.002,0.011,0.031,0.023,0.012,0.006,-0.001,0.000
1660,-0.004,-0.005,-0.006,-0.003,0.003,0.007,0.007,0.005,-0.006,-0.009,-0.011,-0.008,0.006,0.012,0.010,0.007,-0.007,-0.012,-0.019,-0.019,0.007,0.018,0.013,0.008,-0.008,-0.013,-0.021,-0.024,0.001,0.015,0.012,0.008,-0.001,0.001
1661,-0.003,-0.003,-0.002,0.003,0.010,0.012,0.010,0.008,-0.005,-0.007,-0.007,-0.001,0.015,0.019,0.014,0.009,-0.008,-0.012,-0.018,-0.017,0.011,0.021,0.015,0.009,-0.009,-0.015,-0.026,-0.034,-0.009,0.011,0.011,0.007,-0.000,0.002
1662,-0.002,-0.001,0.002,0.009,0.016,0.017,0.013,0.009,-0.004,-0.004,-0.002,0.008,0.024,0.024,0.016,0.010,-0.007,-0.010,-0.014,-0.008,0.021,0.025,0.016,0.010,-0.009,-0.015,-0.025,-0.032,-0.008,0.010,0.010,0.007,0.001,0.002
1663,-0.001,0.001,0.005,0.013,0.019,0.019,0.014,0.010,-0.003,-0.003,0.001,0.014,0.030,0.027,0.018,0.011,-0.006,-0.009,-0.011,-0.000,0.029,0.029,0.017,0.010,-0.009,-0.014,-0.023,-0.028,-0.003,0.012,0.010,0.007,0.001,0.003
1664,-0.000,0.001,0.006,0.014,0.021,0.020,0.015,0.010,-0.003,-0.002,0.002,0.017,0.032,0.029,0.018,0.011,-0.006,-0.009,-0.010,0.002,0.031,0.029,0.017,0.010,-0.009,-0.014,-0.023,-0.028,-0.004,0.011,0.010,0.006,0.001,0.003
1665,-0.000,0.001,0.006,0.014,0.021,0.020,0.015,0.010,-0.003,-0.002,0.002,0.017,0.033,0.029,0.018,0.011,-0.006,-0.008,-0.009,0.004,0.034,0.030,0.017,0.010,-0.009,-0.014,-0.022,-0.024,0.000,0.013,0.010,0.007,0.002,0.003
1666,-0.000,0.002,0.006,0.015,0.022,0.021,0.015,0.011,-0.003,-0.002,0.002,0.017,0.034,0.030,0.019,0.011,-0.006,-0.009,-0.010,0.001,0.031,0.029,0.017,0.010,-0.009,-0.015,-0.024,-0.031,-0.007,0.010,0.009,0.006,0.002,0.003
1667,-0.000,0.002,0.007,0.015,0.022,0.020,0.014,0.010,-0.002,-0.001,0.004,0.019,0.035,0.029,0.018,0.010,-0.005,-0.007,-0.006,0.010,0.039,0.031,0.017,0.009,-0.008,-0.012,-0.018,-0.017,0.007,0.015,0.010,0.006,0.002,0.003
1668,0.012,0.019,0.028,0.036,0.031,0.017,0.006,0.002,0.013,0.022,0.041,0.064,0.055,0.021,0.004,-0.002,0.012,0.023,0.050,0.096,0.080,0.018,-0.002,-0.005,0.010,0.019,0.039,0.071,0.051,0.004,-0.008,-0.008,0.006,0.005
1669,0.046,0.059,0.063,0.032,-0.037,-0.084,-0.087,-0.071,0.068,0.103,0.145,0.132,-0.021,-0.126,-0.120,-0.089,0.091,0.156,0.278,0.393,0.121,-0.126,-0.128,-0.092,0.105,0.184,0.341,0.534,0.297,-0.033,-0.089,-0.074,0.015,-0.005
1670,0.067,0.073,0.047,-0.049,-0.185,-0.239,-0.206,-0.153,0.110,0.149,0.168,0.040,-0.269,-0.363,-0.275,-0.185,0.156,0.248,0.389,0.391,-0.177,-0.408,-0.293,-0.187,0.186,0.307,0.524,0.700,0.205,-0.211,-0.210,-0.148,0.007,-0.030
1671,0.040,0.020,-0.053,-0.206,-0.354,-0.357,-0.271,-0.186,0.087,0.091,0.024,-0.253,-0.599,-0.551,-0.352,-0.214,0.139,0.191,0.209,-0.092,-0.758,-0.662,-0.373,-0.211,0.174,0.261,0.370,0.284,-0.293,-0.427,-0.276,-0.165,-0.021,-0.059
1672,-0.076,-0.108,-0.141,-0.135,-0.053,0.037,0.072,0.070,-0.101,-0.166,-0.270,-0.338,-0.163,0.053,0.107,0.095,-0.126,-0.230,-0.454,-0.765,-0.472,0.021,0.119,0.104,-0.139,-0.256,-0.510,-0.885,-0.626,-0.066,0.081,0.085,-0.035,-0.011
1673,-0.031,-0.038,-0.035,-0.004,0.050,0.080,0.075,0.058,-0.048,-0.070,-0.092,-0.064,0.057,0.119,0.100,0.071,-0.067,-0.111,-0.190,-0.243,-0.028,0.123,0.106,0.072,-0.078,-0.134,-0.242,-0.361,-0.175,0.045,0.073,0.056,-0.008,0.008
1674,0.000,-0.000,-0.001,-0.003,-0.004,-0.004,-0.003,-0.002,0.001,0.000,-0.001,-0.005,-0.008,-0.006,-0.004,-0.002,0.001,0.001,0.000,-0.006,-0.012,-0.008,-0.004,-0.002,0.001,0.002,0.001,-0.002,-0.007,-0.006,-0.003,-0.001,-0.000,-0.001
